Name,City,State,Rank,Category
UPES,Dehradun,Uttarakhand,32,University
Madurai Kamaraj University,Madurai,Tamil Nadu,181,University
"Punjab Agricultural University, Ludhiana",Ludhiana,Punjab,203,University
Graphic Era University,Dehradun,Uttarakhand,19,University
Mumbai University,Mumbai,Maharashtra,126,University
Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,64,University
Banasthali Vidyapith,Banasthali,Rajasthan,6,University
Periyar University,Salem,Tamil Nadu,169,University
Sri Venkateswara University,Tirupati,Andhra Pradesh,106,University
Gujarat University,Ahmedabad,Gujarat,96,University
Shiv Nadar University,Gautam Buddha Nagar,Uttar Pradesh,43,University
University of Jammu,Jammu,Jammu and Kashmir,201,University
Visvesvaraya Technological University,Belgaum,Karnataka,109,University
NITTE,Mangaluru,Karnataka,22,University
Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,24,University
Christ University,Bengaluru,Karnataka,21,University
"Jain university,Bangalore",Bengaluru,Karnataka,42,University
Tezpur University,Tezpur,Assam,187,University
"Calicut University, Thenhipalem, Malapuram",Malappuram,Kerala,114,University
Birla Institute of Technology,Ranchi,Jharkhand,188,University
Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,138,University
Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,46,University
Guru Gobind Singh Indraprastha University,New Delhi,Delhi,197,University
"Vignan's Foundation for Science, Technology and Research",Guntur,Andhra Pradesh,74,University
Mizoram University,Aizawl,Mizoram,148,University
Sri Balaji Vidyapeeth Mahatma Gandhi Medical College Campus,Puducherry,Pondicherry,4,University
Maharishi Markandeshwar,Ambala,Haryana,85,University
"G.B. Pant Universtiy of Agriculture and Technology, Pantnagar",Pantnagar,Uttarakhand,180,University
North Eastern Hill University,Shillong,Meghalaya,186,University
Avinashilingam Institute for Home Science & Higher Education for Women,Coimbatore,Tamil Nadu,70,University
Chettinad Academy of Research and Education,"Kelambakkam, Chengalpattu District",Tamil Nadu,52,University
"Manonmaniam Sundaranar University, Tirunelveli",Tirunelveli,Tamil Nadu,204,University
International Institute of Information Technology Hyderabad,Hyderabad,Telangana,82,University
Yenepoya University,Mangaluru,Karnataka,18,University
The University of Burdwan,Bardhaman,West Bengal,226,University
Sharda University,Greater Noida,Uttar Pradesh,40,University
Gauhati University,Guwahati,Assam,233,University
Central University of Tamil Nadu,Tiruvarur,Tamil Nadu,25,University
"University of Agricultural Sciences, Bangalore",Bangalore,Karnataka,95,University
Bharati Vidyapeeth,Pune,Maharashtra,131,University
M. G. R. Educational and Research Institute,Chennai,Tamil Nadu,36,University
Utkal University,Bhubaneswar,Odisha,118,University
"Amity University Haryana, Gurgaon","Gurugram, Haryana",Haryana,44,University
Netaji Subhas University of Technology (NSUT),South West,Delhi,263,University
Maharshi Dayanand University,Rohtak,Haryana,165,University
Visva Bharati,Santiniketan,West Bengal,260,University
Tata Institute of Social Sciences,Mumbai,Maharashtra,23,University
Chaudhary Charan Singh Haryana Agricultural University,Hisar,Haryana,258,University
Central University of Punjab,Bathinda,Punjab,89,University
Indian Institute of Science,Bengaluru,Karnataka,1,University
Jawaharlal Nehru University,New Delhi,Delhi,2,University
Jamia Millia Islamia,New Delhi,Delhi,10,University
Jadavpur University,Kolkata,West Bengal,4,University
Banaras Hindu University,Varanasi,Uttar Pradesh,66,University
Manipal Academy of Higher Education-Manipal,Manipal,Karnataka,13,University
Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,5,University
Vellore Institute of Technology,Vellore,Tamil Nadu,3,University
Aligarh Muslim University,Aligarh,Uttar Pradesh,20,University
University of Hyderabad,Hyderabad,Telangana,19,University
University of Delhi,Delhi,Delhi,7,University
Calcutta University,Kolkata,West Bengal,34,University
Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,51,University
Anna University,Chennai,Tamil Nadu,17,University
Siksha `O` Anusandhan,Bhubaneswar,Odisha,6,University
Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,29,University
Homi Bhabha National Institute,Mumbai,Maharashtra,88,University
S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,14,University
Savitribai Phule Pune University,Pune,Maharashtra,23,University
Birla Institute of Technology  & Science -Pilani,Pilani,Rajasthan,176,University
Bharathiar University,Coimbatore,Tamil Nadu,11,University
Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,Punjab,83,University
Institute of Chemical Technology,Mumbai,Maharashtra,23,University
Kerala University,Thiruvananthapuram,Kerala,42,University
Panjab University,Chandigarh,Chandigarh,16,University
Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,38,University
Chandigarh University,Mohali,Punjab,9,University
Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,27,University
Kalasalingam Academy of Research and Education,Srivilliputtur,Tamil Nadu,68,University
Alagappa University,Karaikudi,Tamil Nadu,25,University
"Mahatma Gandhi University, Kottayam",Kottayam,Kerala,119,University
Symbiosis International,Pune,Maharashtra,25,University
University of Kashmir,Srinagar,Jammu and Kashmir,103,University
JSS Academy of Higher Education and Research,Mysuru,Karnataka,32,University
Amity University,Gautam Budh Nagar,Uttar Pradesh,44,University
Osmania University,Hyderabad,Telangana,40,University
Cochin University of Science and Technology,Cochin,Kerala,56,University
Lovely Professional University,Phagwara,Punjab,125,University
Datta Meghe Institute of Higher Education and Research,Wardha,Maharashtra,79,University
Delhi Technological University,New Delhi,Delhi,36,University
Bharathidasan University,Tiruchirappalli,Tamil Nadu,58,University
Babasheb Bhimrao Ambedkar University,Lucknow,Uttar Pradesh,144,University
"Andhra University, Visakhapatnam",Visakhapatnam,Andhra Pradesh,22,University
Mysore University,Mysuru,Karnataka,126,University
King George`s Medical University,Lucknow,Uttar Pradesh,72,University
Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,18,University
SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,57,University
Guru Nanak Dev University,Amritsar,Punjab,35,University
Jamia Hamdard,New Delhi,Delhi,101,University
University of Madras,Chennai,Tamil Nadu,232,University
Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,85,University
UPES,Dehradun,Uttarakhand,21,University
Madurai Kamaraj University,Madurai,Tamil Nadu,37,University
"Punjab Agricultural University, Ludhiana",Ludhiana,Punjab,261,University
Graphic Era University,Dehradun,Uttarakhand,12,University
Mumbai University,Mumbai,Maharashtra,45,University
Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,45,University
Banasthali Vidyapith,Banasthali,Rajasthan,42,University
Periyar University,Salem,Tamil Nadu,51,University
Sri Venkateswara University,Tirupati,Andhra Pradesh,49,University
Gujarat University,Ahmedabad,Gujarat,275,University
Shiv Nadar University,Gautam Buddha Nagar,Uttar Pradesh,111,University
University of Jammu,Jammu,Jammu and Kashmir,61,University
Visvesvaraya Technological University,Belgaum,Karnataka,184,University
NITTE,Mangaluru,Karnataka,81,University
Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,117,University
Christ University,Bengaluru,Karnataka,8,University
"Jain university,Bangalore",Bengaluru,Karnataka,51,University
Tezpur University,Tezpur,Assam,78,University
"Calicut University, Thenhipalem, Malapuram",Malappuram,Kerala,81,University
Birla Institute of Technology,Ranchi,Jharkhand,109,University
Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,237,University
Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,186,University
Guru Gobind Singh Indraprastha University,New Delhi,Delhi,15,University
"Vignan's Foundation for Science, Technology and Research",Guntur,Andhra Pradesh,59,University
Mizoram University,Aizawl,Mizoram,133,University
Sri Balaji Vidyapeeth Mahatma Gandhi Medical College Campus,Puducherry,Pondicherry,74,University
Maharishi Markandeshwar,Ambala,Haryana,47,University
"G.B. Pant Universtiy of Agriculture and Technology, Pantnagar",Pantnagar,Uttarakhand,262,University
North Eastern Hill University,Shillong,Meghalaya,122,University
Avinashilingam Institute for Home Science & Higher Education for Women,Coimbatore,Tamil Nadu,47,University
Chettinad Academy of Research and Education,"Kelambakkam, Chengalpattu District",Tamil Nadu,69,University
"Manonmaniam Sundaranar University, Tirunelveli",Tirunelveli,Tamil Nadu,131,University
International Institute of Information Technology Hyderabad,Hyderabad,Telangana,73,University
Yenepoya University,Mangaluru,Karnataka,94,University
The University of Burdwan,Bardhaman,West Bengal,127,University
Sharda University,Greater Noida,Uttar Pradesh,67,University
Gauhati University,Guwahati,Assam,123,University
Central University of Tamil Nadu,Tiruvarur,Tamil Nadu,177,University
"University of Agricultural Sciences, Bangalore",Bangalore,Karnataka,272,University
Bharati Vidyapeeth,Pune,Maharashtra,38,University
M. G. R. Educational and Research Institute,Chennai,Tamil Nadu,113,University
Utkal University,Bhubaneswar,Odisha,51,University
"Amity University Haryana, Gurgaon",Gurugram,Haryana,118,University
Netaji Subhas University of Technology (NSUT),South West,Delhi,231,University
Maharshi Dayanand University,Rohtak,Haryana,98,University
Visva Bharati,Santiniketan,West Bengal,180,University
Tata Institute of Social Sciences,Mumbai,Maharashtra,40,University
Chaudhary Charan Singh Haryana Agricultural University,Hisar,Haryana,266,University
Central University of Punjab,Bathinda,Punjab,84,University
"Acharya NG Ranga Agricultural University, Guntur",Guntur,Andhra Pradesh,101-150,University
Annamalai University,Annamalainagar,Tamil Nadu,101-150,University
Anurag University,Hyderabad,Telangana,101-150,University
Ashoka University,Sonepat,Haryana,101-150,University
Assam University-Silchar,Silchar,Assam,101-150,University
BLDE,Vijayapura,Karnataka,101-150,University
"C.V. Raman Global University, Odisha",Bhubaneswar,Odisha,101-150,University
Central University of Kerala,Kasaragod,Kerala,101-150,University
Chitkara  University,Rajpura,Punjab,101-150,University
D. Y. Patil Educational Society,Kolhapur,Maharashtra,101-150,University
Dayalbagh Educational Institute,Agra,Uttar Pradesh,101-150,University
Devi Ahilya Vishwavidyalaya,Indore,Madhya Pradesh,101-150,University
Dibrugarh University,Dibrugarh,Assam,101-150,University
"Dr. Babasaheb Ambedkar Marathwada University, Aurangabad",Aurangabad,Maharashtra,101-150,University
"Dr. Y.S. Parmar University of Horticulture and Forestry, Solan",Solan,Himachal Pradesh,101-150,University
G. L. A. University,Mathura,Uttar Pradesh,101-150,University
Galgotias University,Gautam Budh Nagar,Uttar Pradesh,101-150,University
Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh,101-150,University
Goa University,Goa,Goa,101-150,University
"Guru Jambheshwar University of Science and Technology, Hissar",Hisar,Haryana,101-150,University
Hindustan Institute of Technology  and Science (HITS),Chennai,Tamil Nadu,101-150,University
Indraprastha Institute of Information Technology Delhi,New Delhi,Delhi,101-150,University
Jawaharlal Nehru Technological University,Kakinada,Andhra Pradesh,101-150,University
"Kalinga University, Raipur",Raipur,Chhattisgarh,101-150,University
Kalyani University,Kalyani,West Bengal,101-150,University
Karunya Institute of Technology and Sciences,Coimbatore,Tamil Nadu,101-150,University
"Kerala Agricultural University, Thrissur",Thrissur,Kerala,101-150,University
KLE Academy of Higher Education and Research,Belagavi,Karnataka,101-150,University
"Krishna Vishwa Vidyapeeth, Karad, Maharashtra",Karad,Maharashtra,101-150,University
Kurukshetra University,Kurukshetra,Haryana,101-150,University
Kuvempu University,Shivamogga,Karnataka,101-150,University
Maharaja Sayajirao University of Baroda,Vadodara,Gujarat,101-150,University
Manav Rachna International Institute of Research & Studies,Faridabad,Haryana,101-150,University
Mangalore University,Mangalore,Karnataka,101-150,University
Manipal University Jaipur,Jaipur,Rajasthan,101-150,University
Manipur University,Imphal,Manipur,101-150,University
Meenakshi Academy of Higher Education and Research,Chennai,Tamil Nadu,101-150,University
Nirma University,Ahmedabad,Gujarat,101-150,University
"Orissa University of Agriculture & Technology, Bhubaneswar",Khordha,Odisha,101-150,University
"Padmashree Dr. D. Y. Patil Vidyapeeth, Mumbai",Mumbai,Maharashtra,101-150,University
Pondicherry University,Puducherry,Pondicherry,101-150,University
Presidency University,Kolkata,West Bengal,101-150,University
Sikkim Manipal University,Gangtok,Sikkim,101-150,University
SR University,Warangal,Telangana,101-150,University
Tamil Nadu Veterinary & Animal Sciences University,Chennai,Tamil Nadu,101-150,University
University of Lucknow,Lucknow,Uttar Pradesh,101-150,University
Veer Surendra Sai University of Technology,Burla,Odisha,101-150,University
Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Chennai,Tamil Nadu,101-150,University
Vels Institute of Science Technology & Advanced Studies (VISTAS),Chennai,Tamil Nadu,101-150,University
Vidyasagar University,Midnapore,West Bengal,101-150,University
Ahmedabad University,Ahmedabad,Gujarat,151-200,University
"Amity University Rajasthan,Jaipur",Jaipur,Rajasthan,151-200,University
Anand Agricultural University,Anand,Gujarat,151-200,University
B. S. Abdur Rahman Crescent Institute of Science and Technology,Chennai,Tamil Nadu,151-200,University
Central Agricultural University,Imphal West,Manipur,151-200,University
Central University of Karnataka,Gulbarga,Karnataka,151-200,University
Central University of Rajasthan,Kishangarh,Rajasthan,151-200,University
Charotar University of Science & Technology,Changa,Gujarat,151-200,University
Chaudhary Sarwan Kumar Himachal Pardesh Krishi Vishvavidyalaya,Kangra,Himachal Pradesh,151-200,University
Dharmsinh Desai University,Nadiad,Gujarat,151-200,University
"Dr Rajendra Prasad Central Agricultural University, Samastipur",Samastipur,Bihar,151-200,University
English & Foreign Languages University,Hyderabad,Telangana,151-200,University
Fakir Mohan University,Balasore,Odisha,151-200,University
Guru Angad Dev Veterinary & Animal Sciences University,Ludhiana,Punjab,151-200,University
JSS Science and Technology University,Mysuru,Karnataka,151-200,University
Kakatiya University,Hanumakonda,Telangana,151-200,University
Kannur University,Kannur,Kerala,151-200,University
"Karnataka Vetrinary, Animal & Fisheries Science University, Nandinagar",Bidar,Karnataka,151-200,University
Karpagam Academy of Higher Education,Coimbatore,Tamil Nadu,151-200,University
KLE Technological University,Dharwad,Karnataka,151-200,University
LNCT University,Bhopal,Madhya Pradesh,151-200,University
"Maharashi Markandeshwar University, Solan",Solan,Himachal Pradesh,151-200,University
"Mahatma Phule Krishi Vidyapeeth, Rahuri",Rahuri,Maharashtra,151-200,University
Maulana Azad National Urdu University,Hyderabad,Telangana,151-200,University
"MGM Institute of Health Sciences, Navi  Mumbai",Navi Mumbai,Maharashtra,151-200,University
Pandit Deendayal Energy University,Gandhinagar,Gujarat,151-200,University
Parul University,Vadodara,Gujarat,151-200,University
"Pravara Institute of Medical Sciences, Ahmednagar",Ahmednagar,Maharashtra,151-200,University
Pt. Ravishankar Shukla University,Raipur,Chhattisgarh,151-200,University
Rabindranath Tagore University,Raisen,Madhya Pradesh,151-200,University
"Rajasthan University of Health Sciences, Jaipur",Jaipur,Rajasthan,151-200,University
"Rashtriya Sanskrit Sansthan, New Delhi",Delhi,Delhi,151-200,University
Sant Longowal Institute of Engineering & Technology,Longowal,Punjab,151-200,University
Shivaji University,Kolhapur,Maharashtra,151-200,University
Shri Mata Vaishno Devi University,Katra,Jammu and Kashmir,151-200,University
Sikkim University,Gangtok,Sikkim,151-200,University
Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya,Kancheepuram,Tamil Nadu,151-200,University
Sri Devraj Urs Academy of Higher Education and Research,Kolar,Karnataka,151-200,University
Sri Karan Narendra Agriculture University,JOBNER,Rajasthan,151-200,University
Sri Padmavathi Mahila Visvavidyalayam,Tirupathi,Andhra Pradesh,151-200,University
Sri Sathya Sai Institute of Higher Learning,Anantapur,Andhra Pradesh,151-200,University
Sri Venkateswara Institute of Medical Sciences,Tirupati,Andhra Pradesh,151-200,University
"Sumandeep Vidyapeeth, Vadodara",Vadodara,Gujarat,151-200,University
Suresh Gyan Vihar University,Jaipur,Rajasthan,151-200,University
The Northcap University,Gurugram,Haryana,151-200,University
The Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,Maharashtra,151-200,University
University of Agricultural Sciences,Dharwad,Karnataka,151-200,University
"University of Agricultural Sciences, Raichur",Raichur,Karnataka,151-200,University
University of Science and Technology,Ribhoi,Meghalaya,151-200,University
Vinayaka Mission's Research Foundation,Salem,Tamil Nadu,151-200,University
Yogi Vemana University,Kadapa,Andhra Pradesh,151-200,University
